"",symbol,date,ILLIQ,yang_zhang_sigma,stock_sigma_mean,ILLIQ_P,yang_zhang_sigma_P,stock_sigma_mean_P
755,000985.CSI,2022-12-12,6.623829,0.009147,0.025563,0.0,20.0,0.0
756,000985.CSI,2022-12-13,5.883063,0.008910,0.025463,0.0,10.0,0.0
757,000985.CSI,2022-12-14,5.544773,0.008817,0.025477,0.0,10.0,0.0
758,000985.CSI,2022-12-15,5.594047,0.008628,0.025419,0.0,10.0,0.0
759,000985.CSI,2022-12-16,5.598094,0.008591,0.025268,0.0,10.0,0.0
760,000985.CSI,2022-12-19,6.726246,0.008772,0.025345,0.0,10.0,0.0
761,000985.CSI,2022-12-20,7.285033,0.008651,0.025227,10.0,10.0,0.0
762,000985.CSI,2022-12-21,7.517790,0.008471,0.024886,10.0,10.0,0.0
763,000985.CSI,2022-12-22,7.968347,0.008706,0.025059,20.0,10.0,0.0
764,000985.CSI,2022-12-23,8.057187,0.008863,0.025203,20.0,10.0,0.0
765,000985.CSI,2022-12-26,8.433880,0.007892,0.024881,20.0,0.0,0.0
766,000985.CSI,2022-12-27,7.838490,0.007696,0.024811,10.0,0.0,0.0
767,000985.CSI,2022-12-28,8.327369,0.007678,0.024665,20.0,0.0,0.0
768,000985.CSI,2022-12-29,8.123893,0.007126,0.024449,20.0,0.0,0.0
769,000985.CSI,2022-12-30,8.374007,0.007115,0.024365,20.0,0.0,0.0
770,000985.CSI,2023-01-03,8.555624,0.007201,0.024466,30.0,0.0,0.0
771,000985.CSI,2023-01-04,8.559516,0.007102,0.024419,30.0,0.0,0.0
772,000985.CSI,2023-01-05,9.347418,0.007054,0.024347,40.0,0.0,0.0
773,000985.CSI,2023-01-06,9.316228,0.007118,0.024339,40.0,0.0,0.0
774,000985.CSI,2023-01-09,9.478428,0.007073,0.024304,40.0,0.0,0.0
775,000985.CSI,2023-01-10,9.104976,0.007070,0.024092,30.0,0.0,0.0
776,000985.CSI,2023-01-11,9.180218,0.007187,0.023924,30.0,0.0,0.0
777,000985.CSI,2023-01-12,9.213713,0.007207,0.023760,40.0,0.0,0.0
778,000985.CSI,2023-01-13,9.809919,0.007221,0.023606,40.0,0.0,0.0
779,000985.CSI,2023-01-16,10.242737,0.007494,0.023590,50.0,0.0,0.0
780,000985.CSI,2023-01-17,8.981139,0.006994,0.023133,30.0,0.0,0.0
781,000985.CSI,2023-01-18,8.078277,0.006761,0.022836,10.0,0.0,0.0
782,000985.CSI,2023-01-19,8.278351,0.006705,0.022660,20.0,0.0,0.0
783,000985.CSI,2023-01-20,8.286333,0.006231,0.022231,20.0,0.0,0.0
784,000985.CSI,2023-01-30,8.374987,0.006890,0.022228,20.0,0.0,0.0
785,000985.CSI,2023-01-31,7.715428,0.006944,0.022188,10.0,0.0,0.0
786,000985.CSI,2023-02-01,7.650273,0.007031,0.021958,10.0,0.0,0.0
787,000985.CSI,2023-02-02,7.163083,0.006979,0.021958,0.0,0.0,0.0
788,000985.CSI,2023-02-03,7.224169,0.007303,0.021903,0.0,0.0,0.0
789,000985.CSI,2023-02-06,7.370825,0.007603,0.021953,10.0,0.0,0.0
790,000985.CSI,2023-02-07,6.744671,0.007326,0.021717,0.0,0.0,0.0
791,000985.CSI,2023-02-08,7.021208,0.007296,0.021583,0.0,0.0,0.0
792,000985.CSI,2023-02-09,7.002027,0.007364,0.021590,0.0,0.0,0.0
793,000985.CSI,2023-02-10,7.151569,0.007394,0.021504,0.0,0.0,0.0
794,000985.CSI,2023-02-13,7.221857,0.007394,0.021505,0.0,10.0,0.0
795,000985.CSI,2023-02-14,7.214095,0.007417,0.021524,0.0,10.0,0.0
796,000985.CSI,2023-02-15,7.006978,0.007321,0.021431,0.0,0.0,0.0
797,000985.CSI,2023-02-16,7.532747,0.008151,0.022091,10.0,10.0,0.0
798,000985.CSI,2023-02-17,7.469765,0.008330,0.022250,10.0,10.0,0.0
799,000985.CSI,2023-02-20,7.790763,0.008212,0.022275,10.0,10.0,0.0
800,000985.CSI,2023-02-21,7.982147,0.008237,0.022315,20.0,10.0,0.0
801,000985.CSI,2023-02-22,8.200542,0.008377,0.022373,20.0,10.0,0.0
802,000985.CSI,2023-02-23,7.816411,0.008417,0.022379,10.0,10.0,0.0
803,000985.CSI,2023-02-24,7.775216,0.008533,0.022354,10.0,20.0,0.0
804,000985.CSI,2023-02-27,7.825615,0.007738,0.022072,10.0,10.0,0.0
805,000985.CSI,2023-02-28,8.124481,0.007901,0.021913,20.0,10.0,0.0
806,000985.CSI,2023-03-01,8.092239,0.007851,0.021793,20.0,10.0,0.0
807,000985.CSI,2023-03-02,8.233431,0.007790,0.021653,20.0,10.0,0.0
808,000985.CSI,2023-03-03,8.001863,0.007486,0.021523,20.0,10.0,0.0
809,000985.CSI,2023-03-06,7.572379,0.007378,0.021456,10.0,10.0,0.0
810,000985.CSI,2023-03-07,8.332949,0.007524,0.021489,30.0,10.0,0.0
811,000985.CSI,2023-03-08,8.056497,0.007528,0.021432,20.0,10.0,0.0
812,000985.CSI,2023-03-09,7.358910,0.007490,0.021398,10.0,10.0,0.0
813,000985.CSI,2023-03-10,7.992738,0.007538,0.021450,20.0,10.0,0.0
814,000985.CSI,2023-03-13,7.954197,0.007539,0.021563,20.0,10.0,0.0
815,000985.CSI,2023-03-14,8.373621,0.007953,0.021856,30.0,10.0,0.0
816,000985.CSI,2023-03-15,8.479122,0.008080,0.021989,30.0,10.0,0.0
817,000985.CSI,2023-03-16,8.743218,0.007441,0.021465,40.0,10.0,0.0
818,000985.CSI,2023-03-17,8.454433,0.007625,0.021353,30.0,10.0,0.0
819,000985.CSI,2023-03-20,7.586947,0.007365,0.021484,10.0,10.0,0.0
820,000985.CSI,2023-03-21,8.108280,0.007354,0.021533,20.0,0.0,0.0
821,000985.CSI,2023-03-22,8.093605,0.007259,0.021575,20.0,0.0,0.0
822,000985.CSI,2023-03-23,8.292242,0.007214,0.021565,30.0,0.0,0.0
823,000985.CSI,2023-03-24,7.867172,0.007096,0.021705,20.0,0.0,0.0
824,000985.CSI,2023-03-27,7.512703,0.007105,0.021841,10.0,0.0,0.0
825,000985.CSI,2023-03-28,7.279036,0.006897,0.021929,10.0,0.0,10.0
826,000985.CSI,2023-03-29,6.723973,0.006797,0.022116,0.0,0.0,10.0
827,000985.CSI,2023-03-30,6.763034,0.007035,0.022208,0.0,0.0,10.0
828,000985.CSI,2023-03-31,7.041806,0.006933,0.022293,0.0,0.0,10.0
829,000985.CSI,2023-04-03,7.421135,0.006862,0.022378,10.0,0.0,10.0
830,000985.CSI,2023-04-04,6.484703,0.006707,0.022467,0.0,0.0,10.0
831,000985.CSI,2023-04-06,6.420275,0.006736,0.022686,0.0,0.0,20.0
832,000985.CSI,2023-04-07,6.670896,0.006633,0.022794,0.0,0.0,20.0
833,000985.CSI,2023-04-10,6.145597,0.006536,0.023028,0.0,0.0,20.0
834,000985.CSI,2023-04-11,5.707181,0.006536,0.022957,0.0,0.0,20.0
835,000985.CSI,2023-04-12,5.380210,0.005910,0.022712,0.0,0.0,20.0
836,000985.CSI,2023-04-13,5.462281,0.005868,0.022741,0.0,0.0,20.0
837,000985.CSI,2023-04-14,4.840219,0.005589,0.022761,0.0,0.0,20.0
838,000985.CSI,2023-04-17,4.848856,0.005109,0.022864,0.0,0.0,20.0
839,000985.CSI,2023-04-18,4.665237,0.005019,0.022618,0.0,0.0,20.0
840,000985.CSI,2023-04-19,4.248663,0.005019,0.022622,0.0,0.0,20.0
841,000985.CSI,2023-04-20,4.078988,0.005055,0.022722,0.0,0.0,20.0
842,000985.CSI,2023-04-21,4.781811,0.005320,0.023219,0.0,0.0,20.0
843,000985.CSI,2023-04-24,5.165093,0.005508,0.023645,0.0,0.0,20.0
844,000985.CSI,2023-04-25,5.659810,0.006310,0.024302,0.0,0.0,20.0
845,000985.CSI,2023-04-26,5.488584,0.006539,0.024934,0.0,0.0,30.0
846,000985.CSI,2023-04-27,5.608839,0.006683,0.025332,0.0,0.0,30.0
847,000985.CSI,2023-04-28,6.033087,0.006502,0.025781,0.0,0.0,30.0
848,000985.CSI,2023-05-04,5.769727,0.006506,0.026198,0.0,0.0,30.0
849,000985.CSI,2023-05-05,5.647141,0.006593,0.026344,0.0,0.0,30.0
850,000985.CSI,2023-05-08,6.035207,0.006587,0.026437,0.0,0.0,40.0
851,000985.CSI,2023-05-09,6.503413,0.006721,0.026541,10.0,0.0,40.0
852,000985.CSI,2023-05-10,6.260027,0.006774,0.026646,0.0,10.0,40.0
853,000985.CSI,2023-05-11,5.918254,0.006705,0.026493,0.0,0.0,40.0
854,000985.CSI,2023-05-12,6.662285,0.006818,0.026537,10.0,10.0,40.0
855,000985.CSI,2023-05-15,7.209202,0.007272,0.026735,20.0,20.0,40.0
856,000985.CSI,2023-05-16,7.335176,0.007284,0.026729,20.0,20.0,40.0
857,000985.CSI,2023-05-17,7.140589,0.007242,0.026669,20.0,20.0,40.0
858,000985.CSI,2023-05-18,6.895166,0.007296,0.026593,10.0,20.0,40.0
859,000985.CSI,2023-05-19,6.981179,0.007406,0.026613,10.0,20.0,40.0
860,000985.CSI,2023-05-22,6.905588,0.007454,0.026625,10.0,20.0,40.0
861,000985.CSI,2023-05-23,7.671722,0.007435,0.026527,30.0,20.0,40.0
862,000985.CSI,2023-05-24,7.201613,0.007318,0.026186,20.0,20.0,30.0
863,000985.CSI,2023-05-25,6.892711,0.007461,0.025970,10.0,30.0,30.0
864,000985.CSI,2023-05-26,6.601351,0.006845,0.025398,10.0,10.0,30.0
865,000985.CSI,2023-05-29,6.682219,0.006743,0.024914,10.0,10.0,30.0
866,000985.CSI,2023-05-30,6.701151,0.006922,0.024660,10.0,10.0,30.0
867,000985.CSI,2023-05-31,6.380693,0.006935,0.024203,10.0,10.0,20.0
868,000985.CSI,2023-06-01,6.392001,0.007162,0.023914,10.0,20.0,20.0
869,000985.CSI,2023-06-02,6.680141,0.007122,0.023725,10.0,20.0,20.0
870,000985.CSI,2023-06-05,6.334772,0.007089,0.023544,10.0,10.0,20.0
871,000985.CSI,2023-06-06,6.707742,0.007128,0.023410,10.0,20.0,20.0
872,000985.CSI,2023-06-07,6.628047,0.007100,0.023302,10.0,10.0,20.0
873,000985.CSI,2023-06-08,6.671799,0.007243,0.023317,10.0,20.0,20.0
874,000985.CSI,2023-06-09,6.211085,0.007120,0.023214,0.0,20.0,20.0
875,000985.CSI,2023-06-12,5.727294,0.006812,0.023222,0.0,10.0,20.0
876,000985.CSI,2023-06-13,5.537444,0.006729,0.023179,0.0,10.0,20.0
877,000985.CSI,2023-06-14,5.531598,0.006706,0.023163,0.0,0.0,20.0
878,000985.CSI,2023-06-15,5.951392,0.006664,0.023290,0.0,0.0,20.0
879,000985.CSI,2023-06-16,6.291045,0.006576,0.023315,10.0,0.0,20.0
880,000985.CSI,2023-06-19,6.198521,0.006507,0.023318,10.0,0.0,20.0
881,000985.CSI,2023-06-20,5.416542,0.006458,0.023372,0.0,0.0,30.0
882,000985.CSI,2023-06-21,5.773264,0.006530,0.023484,0.0,0.0,30.0
883,000985.CSI,2023-06-26,6.550310,0.006553,0.023684,10.0,0.0,30.0
884,000985.CSI,2023-06-27,7.050520,0.006408,0.023678,30.0,0.0,30.0
885,000985.CSI,2023-06-28,6.999925,0.006866,0.023933,20.0,10.0,30.0
886,000985.CSI,2023-06-29,6.843320,0.006548,0.023816,20.0,0.0,30.0
887,000985.CSI,2023-06-30,7.016668,0.006624,0.023903,20.0,10.0,30.0
888,000985.CSI,2023-07-03,7.326140,0.006448,0.023896,30.0,0.0,30.0
889,000985.CSI,2023-07-04,6.865801,0.006374,0.023897,20.0,0.0,30.0
890,000985.CSI,2023-07-05,7.245852,0.006387,0.023878,30.0,0.0,30.0
891,000985.CSI,2023-07-06,6.666116,0.006256,0.023709,10.0,0.0,30.0
892,000985.CSI,2023-07-07,6.953131,0.006259,0.023648,20.0,0.0,30.0
893,000985.CSI,2023-07-10,7.097101,0.006210,0.023539,30.0,0.0,30.0
894,000985.CSI,2023-07-11,7.261437,0.006227,0.023591,30.0,0.0,30.0
895,000985.CSI,2023-07-12,7.642277,0.006169,0.023361,40.0,0.0,30.0
896,000985.CSI,2023-07-13,8.119632,0.006250,0.023320,50.0,0.0,30.0
897,000985.CSI,2023-07-14,8.094238,0.006224,0.023256,50.0,0.0,20.0
898,000985.CSI,2023-07-17,7.944271,0.006297,0.023323,50.0,0.0,30.0
899,000985.CSI,2023-07-18,7.667387,0.006275,0.023247,40.0,0.0,20.0
900,000985.CSI,2023-07-19,7.632594,0.006393,0.023095,40.0,0.0,20.0
901,000985.CSI,2023-07-20,8.210378,0.006585,0.023007,60.0,10.0,20.0
902,000985.CSI,2023-07-21,7.379178,0.006562,0.022905,40.0,10.0,20.0
903,000985.CSI,2023-07-24,6.671834,0.006341,0.022587,20.0,0.0,20.0
904,000985.CSI,2023-07-25,7.147814,0.006870,0.022494,30.0,20.0,20.0
905,000985.CSI,2023-07-26,7.240959,0.006296,0.021987,30.0,0.0,10.0
906,000985.CSI,2023-07-27,7.487306,0.006363,0.021968,40.0,0.0,10.0
907,000985.CSI,2023-07-28,7.882675,0.006579,0.021943,50.0,10.0,10.0
908,000985.CSI,2023-07-31,7.796773,0.006753,0.021878,50.0,20.0,10.0
909,000985.CSI,2023-08-01,7.764328,0.006812,0.021870,50.0,20.0,10.0
910,000985.CSI,2023-08-02,7.593366,0.006894,0.021835,40.0,20.0,0.0
911,000985.CSI,2023-08-03,7.606171,0.006806,0.021777,40.0,20.0,0.0
912,000985.CSI,2023-08-04,7.444596,0.006901,0.021728,40.0,20.0,0.0
913,000985.CSI,2023-08-07,7.629625,0.006893,0.021635,40.0,20.0,0.0
914,000985.CSI,2023-08-08,7.373082,0.006911,0.021630,40.0,30.0,0.0
915,000985.CSI,2023-08-09,7.218752,0.006892,0.021492,30.0,20.0,0.0
916,000985.CSI,2023-08-10,6.647534,0.006872,0.021321,10.0,20.0,0.0
917,000985.CSI,2023-08-11,8.076636,0.007078,0.021263,60.0,30.0,0.0
918,000985.CSI,2023-08-14,7.858929,0.007524,0.021259,50.0,50.0,0.0
919,000985.CSI,2023-08-15,8.089013,0.007843,0.021274,60.0,50.0,0.0
920,000985.CSI,2023-08-16,8.662351,0.007880,0.021364,70.0,50.0,0.0
921,000985.CSI,2023-08-17,8.514661,0.008032,0.021615,70.0,60.0,10.0
922,000985.CSI,2023-08-18,9.558325,0.008121,0.021700,80.0,60.0,10.0
923,000985.CSI,2023-08-21,10.294092,0.008198,0.021742,80.0,60.0,10.0
924,000985.CSI,2023-08-22,9.525310,0.008334,0.022095,80.0,60.0,20.0
925,000985.CSI,2023-08-23,10.638638,0.008393,0.022165,80.0,60.0,20.0
926,000985.CSI,2023-08-24,10.666838,0.008599,0.022319,80.0,70.0,20.0
927,000985.CSI,2023-08-25,10.553693,0.008461,0.022579,80.0,70.0,20.0
928,000985.CSI,2023-08-28,10.711867,0.015146,0.026163,80.0,90.0,60.0
929,000985.CSI,2023-08-29,11.620050,0.015406,0.026589,80.0,90.0,70.0
930,000985.CSI,2023-08-30,11.460743,0.015414,0.026762,80.0,90.0,70.0
931,000985.CSI,2023-08-31,11.568323,0.015374,0.026839,80.0,90.0,70.0
932,000985.CSI,2023-09-01,11.660300,0.015331,0.026875,80.0,90.0,70.0
933,000985.CSI,2023-09-04,12.163251,0.015367,0.026945,80.0,90.0,70.0
934,000985.CSI,2023-09-05,12.370246,0.015349,0.026931,80.0,90.0,70.0
935,000985.CSI,2023-09-06,11.997469,0.015384,0.026977,80.0,90.0,80.0
936,000985.CSI,2023-09-07,12.916034,0.015374,0.027074,90.0,90.0,80.0
937,000985.CSI,2023-09-08,11.561269,0.015383,0.027142,80.0,90.0,80.0
938,000985.CSI,2023-09-11,12.016618,0.015184,0.027068,80.0,90.0,80.0
939,000985.CSI,2023-09-12,11.715125,0.015032,0.026983,80.0,90.0,80.0
940,000985.CSI,2023-09-13,11.713330,0.015072,0.026962,80.0,90.0,80.0
941,000985.CSI,2023-09-14,11.449618,0.014882,0.026728,80.0,90.0,70.0
942,000985.CSI,2023-09-15,10.507547,0.014834,0.026631,70.0,90.0,70.0
943,000985.CSI,2023-09-18,9.896455,0.014840,0.026664,70.0,90.0,70.0
944,000985.CSI,2023-09-19,9.889022,0.014527,0.026277,70.0,90.0,60.0
945,000985.CSI,2023-09-20,9.069047,0.014485,0.026166,70.0,90.0,60.0
946,000985.CSI,2023-09-21,9.468713,0.014406,0.025853,70.0,90.0,60.0
947,000985.CSI,2023-09-22,9.951515,0.014376,0.025469,70.0,90.0,60.0
948,000985.CSI,2023-09-25,9.846583,0.006846,0.021409,70.0,20.0,0.0
949,000985.CSI,2023-09-26,9.198843,0.006348,0.020766,70.0,0.0,0.0
950,000985.CSI,2023-09-27,9.341220,0.006348,0.020536,70.0,0.0,0.0
951,000985.CSI,2023-09-28,9.145946,0.006358,0.020369,70.0,10.0,0.0
952,000985.CSI,2023-10-09,9.040775,0.006489,0.020409,70.0,10.0,0.0
953,000985.CSI,2023-10-10,8.479159,0.006350,0.020382,60.0,10.0,0.0
954,000985.CSI,2023-10-11,8.191261,0.006481,0.020537,60.0,10.0,0.0
955,000985.CSI,2023-10-12,8.647016,0.006559,0.020598,60.0,10.0,0.0
956,000985.CSI,2023-10-13,8.064546,0.006603,0.020563,50.0,20.0,0.0
957,000985.CSI,2023-10-16,8.532679,0.006676,0.020628,60.0,20.0,0.0
958,000985.CSI,2023-10-17,8.029547,0.006430,0.020530,50.0,10.0,0.0
959,000985.CSI,2023-10-18,8.761000,0.006449,0.020676,70.0,10.0,0.0
960,000985.CSI,2023-10-19,9.112852,0.006412,0.020926,70.0,10.0,0.0
961,000985.CSI,2023-10-20,9.469512,0.006545,0.021226,70.0,10.0,0.0
962,000985.CSI,2023-10-23,10.541113,0.006778,0.021601,80.0,30.0,10.0
963,000985.CSI,2023-10-24,10.922979,0.006884,0.021865,80.0,30.0,20.0
964,000985.CSI,2023-10-25,10.972104,0.007188,0.022337,80.0,40.0,30.0
965,000985.CSI,2023-10-26,10.665322,0.007417,0.022735,80.0,50.0,40.0
966,000985.CSI,2023-10-27,10.743774,0.007789,0.023311,80.0,60.0,40.0
967,000985.CSI,2023-10-30,9.982203,0.007685,0.023676,80.0,60.0,50.0
968,000985.CSI,2023-10-31,9.823156,0.007748,0.023878,80.0,60.0,50.0
969,000985.CSI,2023-11-01,9.465237,0.007833,0.024038,70.0,60.0,60.0
970,000985.CSI,2023-11-02,9.737308,0.007784,0.024052,80.0,60.0,60.0
971,000985.CSI,2023-11-03,10.206211,0.007881,0.024153,80.0,60.0,60.0
972,000985.CSI,2023-11-06,10.875509,0.007865,0.024120,80.0,60.0,60.0
973,000985.CSI,2023-11-07,10.576746,0.007865,0.024078,80.0,60.0,60.0
974,000985.CSI,2023-11-08,10.440623,0.007851,0.024016,80.0,60.0,60.0
975,000985.CSI,2023-11-09,10.094498,0.007777,0.024047,80.0,60.0,60.0
976,000985.CSI,2023-11-10,9.920982,0.007757,0.024111,80.0,60.0,60.0
977,000985.CSI,2023-11-13,9.590032,0.007677,0.024026,80.0,60.0,60.0
978,000985.CSI,2023-11-14,9.701073,0.007619,0.023918,80.0,60.0,60.0
979,000985.CSI,2023-11-15,9.209456,0.007827,0.023862,70.0,60.0,50.0
980,000985.CSI,2023-11-16,8.731460,0.007615,0.023547,70.0,60.0,50.0
981,000985.CSI,2023-11-17,8.331931,0.007417,0.023253,60.0,50.0,40.0
982,000985.CSI,2023-11-20,7.386847,0.007091,0.022810,40.0,40.0,40.0
983,000985.CSI,2023-11-21,6.799588,0.007001,0.022493,20.0,40.0,30.0
984,000985.CSI,2023-11-22,6.961821,0.006834,0.022166,20.0,30.0,30.0
985,000985.CSI,2023-11-23,7.193529,0.006714,0.021840,30.0,20.0,20.0
986,000985.CSI,2023-11-24,6.999397,0.006279,0.021342,20.0,0.0,0.0
987,000985.CSI,2023-11-27,6.740003,0.006219,0.020994,20.0,0.0,0.0
988,000985.CSI,2023-11-28,6.776816,0.006216,0.020836,20.0,0.0,0.0
989,000985.CSI,2023-11-29,7.231767,0.006136,0.020736,30.0,0.0,0.0
990,000985.CSI,2023-11-30,6.770654,0.006104,0.020763,20.0,0.0,0.0
991,000985.CSI,2023-12-01,6.228057,0.006130,0.020768,10.0,0.0,0.0
992,000985.CSI,2023-12-04,5.589262,0.005913,0.020711,0.0,0.0,0.0
993,000985.CSI,2023-12-05,6.764673,0.005964,0.020729,20.0,0.0,0.0
994,000985.CSI,2023-12-06,6.966482,0.006120,0.020883,30.0,0.0,0.0
